20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,
20.000000,20.021562,20.043474,20.066087,20.089780,20.114941,20.142012,20.171456,20.203826,20.239721,20.279874,20.325105,20.376443,20.435082,20.502547,20.580675,20.671864,20.779130,20.906510,21.059342,21.245045,21.474020,21.761562,22.130833,22.618908,23.288498,24.254148,25.744799,28.271601,33.126595,44.028138,73.070065,83.970719,88.823922,91.348001,92.834959,93.795883,94.459647,94.940699,95.301646,95.579420,95.797041,95.969604,96.107309,96.217306,96.304651,96.373015,96.425021,96.462561,96.486917,96.498901,96.498901,96.486917,96.462561,96.425021,96.373015,96.304651,96.217306,96.107309,95.969604,95.797041,95.579420,95.301646,94.940699,94.459647,93.795883,92.834959,91.348001,88.823922,83.970719,73.070065,44.028139,33.126596,28.271601,25.744799,24.254148,23.288499,22.618908,22.130833,21.761562,21.474021,21.245046,21.059343,20.906511,20.779130,20.671864,20.580676,20.502547,20.435083,20.376443,20.325105,20.279874,20.239722,20.203827,20.171456,20.142012,20.114941,20.089780,20.066087,20.043474,20.021562,20.000000,
20.000000,20.042856,20.086398,20.131338,20.178399,20.228381,20.282112,20.340559,20.404750,20.475927,20.555452,20.645016,20.746533,20.862427,20.995547,21.149556,21.328941,21.539591,21.789035,22.087442,22.448463,22.891286,23.443219,24.144857,25.058308,26.283115,27.985482,30.455804,34.217374,40.209173,49.918430,64.284102,73.991591,79.979825,83.735984,86.198956,87.891932,89.105148,90.004643,90.689723,91.222255,91.642500,91.977429,92.245772,92.460711,92.631794,92.765897,92.868063,92.941861,92.989780,93.013363,93.013363,92.989780,92.941861,92.868063,92.765897,92.631794,92.460711,92.245772,91.977429,91.642500,91.222255,90.689723,90.004643,89.105148,87.891932,86.198956,83.735985,79.979826,73.991592,64.284102,49.918431,40.209174,34.217375,30.455804,27.985482,26.283116,25.058309,24.144857,23.443220,22.891287,22.448464,22.087443,21.789036,21.539591,21.328941,21.149556,20.995547,20.862428,20.746534,20.645016,20.555453,20.475927,20.404751,20.340560,20.282113,20.228381,20.178400,20.131339,20.086398,20.042856,20.000000,
20.000000,20.063615,20.128249,20.194927,20.264748,20.338838,20.418475,20.504999,20.599999,20.705183,20.822642,20.954697,21.104243,21.274605,21.470003,21.695459,21.957455,22.264005,22.625663,23.056030,23.573509,24.202902,24.978969,25.950888,27.190514,28.804354,30.953383,33.880098,37.937795,43.579182,51.157525,60.161548,67.737262,73.373354,77.423003,80.338804,82.473870,84.070503,85.289387,86.236734,86.983981,87.579885,88.058630,88.444432,88.754911,89.002858,89.197765,89.346520,89.454151,89.524093,89.558542,89.558542,89.524093,89.454151,89.346520,89.197765,89.002858,88.754911,88.444432,88.058630,87.579885,86.983981,86.236734,85.289387,84.070503,82.473871,80.338805,77.423003,73.373355,67.737262,60.161548,51.157525,43.579182,37.937796,33.880099,30.953383,28.804355,27.190515,25.950889,24.978970,24.202903,23.573510,23.056031,22.625664,22.264006,21.957456,21.695461,21.470004,21.274606,21.104244,20.954698,20.822643,20.705184,20.600000,20.505000,20.418476,20.338838,20.264748,20.194927,20.128249,20.063615,20.000000,
20.000000,20.083598,20.168511,20.256098,20.347741,20.444961,20.549329,20.662671,20.786912,20.924372,21.077568,21.249605,21.443958,21.664984,21.917725,22.208591,22.545255,22.937614,23.397944,23.942352,24.591538,25.373235,26.324301,27.495152,28.954480,30.796886,33.150106,36.180426,40.081563,45.019769,50.978491,57.475335,63.430600,68.361832,72.252384,75.268331,77.603194,79.422949,80.855018,81.993543,82.906755,83.644430,84.242782,84.728669,85.121901,85.437406,85.686231,85.876676,86.014706,86.104541,86.148810,86.148810,86.104541,86.014706,85.876676,85.686231,85.437407,85.121901,84.728669,84.242782,83.644430,82.906756,81.993543,80.855018,79.422949,77.603194,75.268332,72.252385,68.361832,63.430600,57.475336,50.978492,45.019769,40.081564,36.180426,33.150107,30.796887,28.954481,27.495153,26.324302,25.373236,24.591540,23.942353,23.397945,22.937615,22.545256,22.208592,21.917727,21.664985,21.443959,21.249607,21.077570,20.924373,20.786913,20.662672,20.549330,20.444962,20.347742,20.256099,20.168511,20.083598,20.000000,
20.000000,20.102568,20.206738,20.314121,20.426440,20.545451,20.673143,20.811578,20.963197,21.130590,21.316913,21.525607,21.760941,22.027716,22.331959,22.680664,23.082700,23.548680,24.092203,24.730024,25.483836,26.381035,27.457350,28.758488,30.343592,32.286866,34.678668,37.618904,41.197897,45.449499,50.271644,55.341032,60.158922,64.401957,67.967928,70.890512,73.259738,75.175204,76.726807,77.988285,79.018120,79.861357,80.552819,81.118987,81.580331,81.952352,82.247004,82.473176,82.637512,82.744610,82.797448,82.797448,82.744610,82.637512,82.473176,82.247004,81.952352,81.580331,81.118987,80.552819,79.861357,79.018120,77.988285,76.726808,75.175205,73.259739,70.890512,67.967928,64.401957,60.158923,55.341033,50.271645,45.449500,41.197898,37.618905,34.678669,32.286867,30.343593,28.758490,27.457352,26.381037,25.483838,24.730026,24.092205,23.548682,23.082702,22.680667,22.331961,22.027718,21.760943,21.525609,21.316915,21.130592,20.963198,20.811579,20.673144,20.545452,20.426441,20.314122,20.206738,20.102568,20.000000,
20.000000,20.120332,20.242498,20.368398,20.499946,20.639252,20.788472,20.950102,21.126740,21.321503,21.537709,21.779428,22.051112,22.358291,22.707186,23.105586,23.562499,24.089263,24.699322,25.409654,26.240777,27.218565,28.374490,29.747601,31.384331,33.338950,35.669473,38.430133,41.653164,45.321044,49.329941,53.471402,57.475299,61.133095,64.340826,67.080718,69.384726,71.306649,72.904058,74.230578,75.331998,76.246468,77.004565,77.630948,78.144908,78.561800,78.893395,79.148857,79.334903,79.456393,79.516378,79.516378,79.456393,79.334903,79.148857,78.893395,78.561800,78.144909,77.630948,77.004565,76.246468,75.331998,74.230578,72.904059,71.306649,69.384727,67.080719,64.340827,61.133095,57.475299,53.471403,49.329942,45.321045,41.653166,38.430134,35.669474,33.338951,31.384333,29.747603,28.374492,27.218566,26.240780,25.409656,24.699325,24.089265,23.562501,23.105588,22.707188,22.358293,22.051115,21.779430,21.537711,21.321505,21.126742,20.950103,20.788474,20.639253,20.499947,20.368399,20.242499,20.120332,20.000000,
20.000000,20.136703,20.275467,20.418358,20.567581,20.725367,20.894233,21.076755,21.275969,21.495036,21.737786,22.008296,22.311584,22.653130,23.039723,23.478965,23.980300,24.554533,25.215073,25.977504,26.861021,27.888009,29.085475,30.484197,32.119274,34.027281,36.243280,38.792178,41.677750,44.865776,48.270831,51.754526,55.153879,58.330426,61.198555,63.723819,65.909610,67.780432,69.370746,70.716529,71.852019,72.807149,73.607759,74.275069,74.826719,75.276714,75.636395,75.914432,76.117519,76.250350,76.316023,76.316023,76.250350,76.117519,75.914432,75.636395,75.276714,74.826719,74.275070,73.607759,72.807150,71.852019,70.716529,69.370746,67.780432,65.909610,63.723820,61.198556,58.330426,55.153880,51.754527,48.270832,44.865777,41.677752,38.792180,36.243282,34.027283,32.119276,30.484199,29.085477,27.888012,26.861023,25.977506,25.215076,24.554536,23.980302,23.478968,23.039726,22.653133,22.311587,22.008299,21.737788,21.495039,21.275972,21.076758,20.894235,20.725369,20.567583,20.418359,20.275468,20.136704,20.000000,
20.000000,20.151556,20.305330,20.463612,20.628702,20.803124,20.989426,21.190546,21.409490,21.649840,21.915325,22.210481,22.540126,22.910180,23.327067,23.798695,24.333810,24.943143,25.638718,26.435131,27.348770,28.399068,29.607384,30.997755,32.594676,34.422151,36.498781,38.833279,41.415659,44.210370,47.150012,50.140000,53.073306,55.855240,58.418241,60.726446,62.769530,64.555670,66.102928,67.434516,68.574153,69.544782,70.366688,71.057842,71.633178,72.105361,72.484461,72.778668,72.994103,73.135320,73.205199,73.205199,73.135320,72.994103,72.778668,72.484461,72.105361,71.633179,71.057842,70.366688,69.544782,68.574154,67.434517,66.102928,64.555671,62.769531,60.726447,58.418242,55.855241,53.073307,50.140001,47.150014,44.210371,41.415661,38.833280,36.498783,34.422153,32.594679,30.997758,29.607387,28.399070,27.348773,26.435134,25.638721,24.943146,24.333813,23.798698,23.327070,22.910184,22.540129,22.210484,21.915328,21.649844,21.409493,21.190549,20.989428,20.803126,20.628704,20.463614,20.305331,20.151556,20.000000,
20.000000,20.164766,20.331904,20.503786,20.682939,20.871890,21.073484,21.290583,21.526543,21.784781,22.069408,22.384676,22.735772,23.128154,23.568506,24.063977,24.623284,25.255861,25.973069,26.787218,27.712781,28.765143,29.961542,31.319159,32.855204,34.583619,36.513454,38.643595,40.959606,43.428447,45.998503,48.601848,51.164984,53.619899,55.914755,58.016248,59.909490,61.592901,63.074827,64.368517,65.490181,66.456030,67.281956,67.982026,68.568937,69.053239,69.443972,69.748229,69.971701,70.118426,70.191135,70.191135,70.118426,69.971701,69.748229,69.443972,69.053239,68.568937,67.982026,67.281956,66.456031,65.490181,64.368518,63.074828,61.592902,59.909490,58.016249,55.914756,53.619900,51.164985,48.601850,45.998504,43.428449,40.959607,38.643597,36.513456,34.583621,32.855207,31.319162,29.961544,28.765146,27.712784,26.787221,25.973073,25.255865,24.623288,24.063981,23.568510,23.128158,22.735776,22.384681,22.069412,21.784785,21.526547,21.290586,21.073487,20.871893,20.682941,20.503788,20.331905,20.164766,20.000000,
